LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,Hip_x,Hip_y,LKnee_x,LKnee_y,RKnee_x,RKnee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,LHeel_x,LHeel_y,RHeel_x,RHeel_y,LBigToe_x,LBigToe_y,RBigToe_x,RBigToe_y,crossfit_label,session_id
630.9990311,374.3737221,565.367012,376.1956501,645.5095673,421.3596725,553.6302567,426.0792446,662.5660706,466.2167645,542.0057297,470.4738808,620.2881622,483.1999111,580.177803,483.1640768,600.2329826,483.181994,626.3794708,545.9628725,575.8138275,546.0366011,635.8789825,609.0075731,569.5949554,611.4841747,634.0776825,618.8754416,571.0410309,618.1331348,642.2121429,626.3742542,571.0538483,633.4003115,3,6
631.6807938,374.717474,565.9345245,376.3994122,645.4644775,422.2420979,553.6390305,426.0447836,662.6365662,466.3948631,541.678772,470.8885288,620.950737,481.5200329,580.5384064,480.479722,600.7445717,480.9998775,626.3793182,544.5302725,575.8187866,544.9541473,635.6015778,608.6006069,568.7466431,611.0669518,633.4526443,618.9346218,570.6998825,618.0008698,642.7398682,623.832078,568.7186432,633.0170774,3,6
632.226944,374.6585083,566.8427277,376.4285517,645.782547,422.5798845,553.6818695,426.0392904,662.963562,466.9489431,541.2630463,471.5818691,621.3810349,480.8009434,580.9783936,479.2744875,601.1797142,480.0377154,626.4013672,543.7205887,575.8872604,544.3387413,635.6023026,607.4839497,568.1433105,610.459528,633.3917999,617.9826736,570.0561523,617.7162981,643.117218,623.1233311,567.6307297,632.1183014,3,6
632.9353714,374.6481228,567.703743,376.4388943,646.2770844,422.8802061,554.4515991,426.0710049,663.4068298,467.5340509,541.1771393,472.1219158,621.827774,480.4869747,581.3685226,478.8639164,601.5981483,479.6754456,626.402359,543.7958193,575.9428024,544.1571665,635.5712891,607.5212431,567.7614594,610.4593992,633.2061768,618.29175,569.7502518,617.7134228,642.9768372,622.7913809,567.2518158,631.7457104,3,6
633.2381439,374.0648603,568.2915497,376.4438295,646.7787933,422.7781105,555.309639,426.1886787,664.0036011,467.8908491,541.2472534,472.3678637,622.2441483,480.3511477,581.9434738,478.5364294,602.093811,479.4437885,626.3703537,543.8503218,576.184082,544.1587973,635.4090118,607.4542952,567.5628662,610.0569391,632.8478241,618.3016205,569.3638229,617.0116711,642.4658966,622.425313,567.4330521,631.490922,3,6
633.6901093,374.0640879,568.8855743,376.5671253,647.5327301,423.0800629,555.8545685,426.2220669,664.5741272,468.3984089,541.6210175,472.3598385,622.5939178,480.2318859,582.4965668,478.4442472,602.5452423,479.3380666,626.3695526,543.8997173,576.5584183,544.1862202,635.3384399,607.6828623,567.4848557,609.8485851,632.6282501,618.8580179,569.3255615,616.6839695,642.4119568,622.4574995,567.0594406,631.1312056,3,6
634.739151,374.2839432,569.2956543,376.5925741,648.5607147,424.1407585,556.6098785,426.349225,664.6633911,469.1769791,542.1361542,472.5277662,622.8911591,480.1772976,582.8356171,478.3792734,602.8633881,479.2782855,626.3874054,543.9458084,576.893692,544.2893028,635.1942825,607.8645658,567.4263763,609.7955847,632.0574188,619.2374325,569.2631912,616.6335869,642.4224854,622.5463343,566.5198898,631.153307,3,6
635.2323532,374.2895651,569.6857452,376.7447948,649.2807007,424.6451855,556.8061447,426.881547,664.6427917,469.9138355,543.0073166,472.5566483,623.1236649,480.1237392,583.2693481,478.3230114,603.1965065,479.2233753,626.5555954,543.473568,577.1736526,544.3767643,635.1478958,607.773242,567.4214554,609.8020649,631.9059372,618.9170694,569.137764,616.63908,642.421875,622.6099348,566.5392303,631.2337732,3,6
635.7762909,374.3940639,570.2744293,376.7772388,649.3877411,425.1665211,557.4522781,427.6532078,663.7261963,470.1019764,544.8579025,472.5881481,623.4168625,480.1073885,583.8872147,478.3410788,603.6520386,479.2242336,626.8590546,543.4354162,577.363472,544.3831587,635.0688934,607.4763966,567.427063,609.7941685,631.777153,617.8290367,568.9617157,616.5790844,642.4213409,622.7167511,566.6240311,631.2542009,3,6
636.0494232,374.5153856,570.7751465,376.8059492,649.2984009,425.3550053,557.999382,428.0441236,662.5798798,470.5242634,546.2089157,472.6602888,623.7397003,480.087862,584.3632126,478.351078,604.0514565,479.21947,627.1458054,543.4669161,577.462883,544.4732809,635.0639725,607.4052858,567.4332809,609.9711514,631.7819214,617.1241522,568.94207,616.7352104,642.1606445,623.3800507,566.4371872,631.2715387,3,6
636.3265991,374.6778202,571.1942291,376.8004131,649.2591858,425.4046154,558.7221146,428.0236101,661.3929749,471.0033274,547.4030304,472.6735067,623.9608765,480.0991488,584.7529221,478.3800459,604.3568993,479.2395973,627.5373459,543.5053253,577.4776459,545.1828432,635.0522995,607.412796,567.420578,610.3385067,631.7567062,617.0955706,568.9427948,617.0271635,642.1619415,624.0803432,565.9194946,631.3007641,3,6
636.7308426,374.899435,571.4328766,376.7877102,649.2388916,425.8562565,559.3189621,428.0037403,660.3498077,471.8985844,548.7337494,472.6947498,624.0831757,479.9366713,584.968071,478.2453775,604.5256233,479.0910244,627.7196503,543.5234785,577.4891281,545.189023,635.0817108,607.4211216,567.4235916,610.5499935,631.7618561,617.122736,568.9795685,617.1466827,642.2105408,624.3641853,565.6958008,631.3505459,3,6
637.0272827,375.1805305,571.5848923,376.7879677,649.1251373,426.1990643,559.5446777,427.9955864,658.1539917,471.9154072,549.2555618,472.6924753,624.2140579,479.9398041,585.0476074,478.2488108,604.6308327,479.0943074,627.7641678,543.7463808,577.442131,545.3716278,635.080986,607.4279022,567.4351883,610.6681395,631.767807,617.0947981,569.1090775,617.2191238,642.1940613,624.4894981,564.645195,631.4888191,3,6
637.3174286,375.4993486,571.832962,376.778698,649.0836334,426.8438673,559.6625519,427.9803944,656.6137695,472.1217871,549.4742966,472.6811886,624.2557526,479.9365425,585.0663376,478.2499266,604.6610451,479.0932345,627.7772903,543.8785601,577.2967529,545.4632092,634.9602509,607.4337816,567.4155426,610.6685686,631.7071533,616.9499588,569.1217804,617.2166777,642.1073914,624.5741701,564.1835785,631.4932823,3,6
637.649765,375.7925463,572.0623016,376.7878819,649.0219116,427.013855,559.7388458,427.9606962,655.5934143,472.2321224,549.5617676,472.6572418,624.3190765,479.9227667,585.1202393,478.2452488,604.7196579,479.0840077,627.7876663,544.2654848,577.1350098,545.5034208,634.8445511,607.5075102,567.4296951,610.8168411,631.63311,616.9511175,569.2503738,617.3289013,641.943512,624.7846699,563.8101196,631.6309977,3,6
